trialnum,tgt_distance,tgt_angle_1,tgt_angle_2,rotation,gain,online_fb,endpoint_feedback,clamped_fb,between_blocks,target_size
1837,90,90,90,-4,1,1,1,0,0,6
1838,90,90,90,0,1,1,1,0,0,6
1839,90,90,88,0,1,1,1,0,0,6
1840,90,90,90,0,1,1,1,0,0,6
1841,90,90,88,0,1,1,1,0,0,6
1842,90,90,90,0,1,1,1,0,0,6
1843,90,90,86,0,1,1,1,0,0,6
1844,90,90,90,0,1,1,1,0,0,6
1845,90,90,92,0,1,1,1,0,0,6
1846,90,90,90,0,1,0,0,0,0,6
1847,90,90,92,0,1,1,1,0,0,6
1848,90,90,90,0,1,0,0,0,0,6
1849,90,90,90,2,1,1,1,0,0,6
1850,90,90,90,0,1,1,1,0,0,6
1851,90,90,88,0,1,1,1,0,0,6
1852,90,90,90,0,1,0,0,0,0,6
1853,90,90,88,0,1,1,1,0,0,6
1854,90,90,90,0,1,1,1,0,0,6
1855,90,90,90,-4,1,1,1,0,0,6
1856,90,90,90,0,1,0,0,0,0,6
1857,90,90,90,-2,1,1,1,0,0,6
1858,90,90,90,0,1,1,1,0,0,6
1859,90,90,88,0,1,1,1,0,0,6
1860,90,90,90,0,1,0,0,0,0,6
1861,90,90,90,4,1,1,1,0,0,6
1862,90,90,90,0,1,1,1,0,0,6
1863,90,90,94,0,1,1,1,0,0,6
1864,90,90,90,0,1,0,0,0,0,6
1865,90,90,90,0,1,1,1,0,0,6
1866,90,90,90,0,1,1,1,0,0,6
1867,90,90,90,-4,1,1,1,0,0,6
1868,90,90,90,0,1,1,1,0,0,6
1869,90,90,90,0,1,1,1,0,0,6
1870,90,90,90,0,1,0,0,0,5,6
